brand,product_name,price,currency,country,sku
Saint Laurent,SAC DE JOUR IN SUPPLE GRAINED LEATHER - BABY,3200.0,$,US,717448DTI0W1000
Saint Laurent,SAC DE JOUR IN SUPPLE GRAINED LEATHER - SMALL,3700.0,$,US,717447DTI0W1000
Saint Laurent,SAC DE JOUR IN SMOOTH LEATHER - NANO,2700.0,$,US,39203502G9W2536
Saint Laurent,SAC DE JOUR IN SMOOTH LEATHER – NANO,2700.0,$,US,39203502G9W9295
Saint Laurent,SAC DE JOUR in smooth leather – NANO,2700.0,$,US,39203502G9W7555
Saint Laurent,SAC DE JOUR IN CROCODILE-EMBOSSED LEATHER - NANO,3200.0,$,US,3987112US0W6991
Saint Laurent,SAC DE JOUR in crocodile-embossed leather – NANO,3200.0,$,US,3987112US0W2547
Saint Laurent,SAC DE JOUR IN GRAINED LEATHER - NANO,2700.0,$,US,392035B681W7715
Saint Laurent,SAC DE JOUR IN CROCODILE-EMBOSSED LEATHER - NANO,2950.0,$,US,392035DND1N6475
Saint Laurent,SAC DE JOUR in patent leather - nano,2850.0,$,US,398711B870W6413
Saint Laurent,SAC DE JOUR in smooth leather – nano,2700.0,$,US,39203502G9W2899
Saint Laurent,SAC DE JOUR in alligator – NANO,30000.0,$,US,818214EABA56891
Saint Laurent,SAC DE JOUR IN SMOOTH LEATHER - BABY,2950.0,$,US,42186302G9W1000
Saint Laurent,SAC DE JOUR in smooth leather – baby,2950.0,$,US,42186302G9W1997
Saint Laurent,SAC DE JOUR IN SMOOTH LEATHER - SMALL,3600.0,$,US,37829902G9W1000
Saint Laurent,SAC DE JOUR in smooth leather – small,3600.0,$,US,37829902G9W1997
Saint Laurent,SAC DE JOUR in grained leather - SMALL,3400.0,$,US,378299B681N1000
Saint Laurent,sac de jour in CROCODILE-EMBOSSED leather - small,3550.0,$,US,378299DND1N1000
Saint Laurent,CASSANDRA Medium top handle bag in grain de poudre embossed leather,3250.0,$,US,623931BOW0W1000
Saint Laurent,CASSANDRA Mini top handle bag in grain de poudre embossed leather,2900.0,$,US,623930BOW0W9207
Saint Laurent,LE 37 mini in shiny leather,2300.0,$,US,7658702R20W1000
Saint Laurent,LE 37 mini in patent leather,2600.0,$,US,765870AAEX16290
Saint Laurent,LE 37 small in shiny leather,2900.0,$,US,7490362R20W1000
Saint Laurent,LE 37 supple in grained leather,3400.0,$,US,860941AAF201000
Saint Laurent,LE 37 in shiny leather,3100.0,$,US,7428282R20W1997
Saint Laurent,Le 37 in shiny leather,3100.0,$,US,7428282R20W1000
Saint Laurent,VOLTAIRE top handle in BOX SAINT LAURENT,2550.0,$,US,8443410SX0W1997
Saint Laurent,Mini VOLTAIRE TOP HANDLE bag in BOX SAINT LAURENT,2350.0,$,US,8008460SX0W1000
Saint Laurent,Mini VOLTAIRE top handle bag in lizard,4100.0,$,US,848270EAA2N2100
Saint Laurent,Mini VOLTAIRE in BOX SAINT LAURENT,2150.0,$,US,844302AAFF91000
Saint Laurent,Mini VOLTAIRE in patent leather,2150.0,$,US,779642AAEX26290
Saint Laurent,Kate small in patent leather,2250.0,$,US,469390B870W6259
Saint Laurent,NEW KATE small in shiny leather,2150.0,$,US,851504AAGJA3288
Saint Laurent,NEW KATE small in crocodile-embossed patent leather,2400.0,$,US,851504AAGKR6290
Saint Laurent,KATE MEDIUM IN GRAIN DE POUDRE EMBOSSED LEATHER,2450.0,$,US,364021BOW0J1000
Saint Laurent,KATE SMALL TASSEL IN CROCODILE-EMBOSSED LEATHER,2690.0,$,US,474366DND0J1000
Saint Laurent,KATE SMALL TASSEL IN METALLIC LEATHER,2500.0,$,US,474366AAAKT8030
Saint Laurent,SUNSET medium IN SMOOTH LEATHER,2800.0,$,US,442906D420W2536
Saint Laurent,ENVELOPE MEDIUM IN QUILTED GRAIN DE POUDRE EMBOSSED LEATHER,3150.0,$,US,600185BOW911000
Saint Laurent,ENVELOPE medium in grain de poudre leather,3150.0,$,US,600185BOW976195
Saint Laurent,ENVELOPE medium in suede,3300.0,$,US,6001851U8872916
Saint Laurent,ENVELOPE MEDIUM in MATELASSÉ lambskin,3300.0,$,US,600185AACT72760
Saint Laurent,ENVELOPE SMALL IN QUILTED GRAIN DE POUDRE EMBOSSED LEATHER,2650.0,$,US,600195BOW911000
Saint Laurent,ENVELOPE small in grain de poudre leather,2650.0,$,US,600195BOW976195
Saint Laurent,COLLEGE MEDIUM IN QUILTED LEATHER,2750.0,$,US,600279BRM071000
Saint Laurent,COLLEGE MEDIUM IN QUILTED SUEDE,2900.0,$,US,6002791U8277715
Saint Laurent,COLLEGE MEDIUM IN QUILTED LEATHER,2800.0,$,US,600279BRM081000
Saint Laurent,COLLEGE MEDIUM IN QUILTED SUEDE,3000.0,$,US,6002791U8073194
Saint Laurent,COLLEGE mini chain bag in shiny crackled leather,1950.0,$,US,779430DZH071000
Saint Laurent,COLLEGE mini in shiny leather,1950.0,$,US,779430DZH076193
Saint Laurent,ANJA in suede,2300.0,$,US,861500AAF9F1000
Saint Laurent,Calypso large in grained lambskin,3600.0,$,US,777399AACYT1000
Saint Laurent,CALYPSO large in suede,3600.0,$,US,7773991U80W2916
Saint Laurent,CALYPSO medium in grained lambskin,3300.0,$,US,800916AACYT1000
Saint Laurent,LARGE Jamie 4.3 in lambskin,4600.0,$,US,742431AAB321000
Saint Laurent,LARGE JAMIE 4.3 in suede,4600.0,$,US,7424311U8P73194
Saint Laurent,SAINT LAURENT PARIS 4 CARRÉ tote in leather,3100.0,$,US,862368AAGBQ1080
Saint Laurent,SAINT LAURENT PARIS small 4 CARRÉ tote in leather,3500.0,$,US,863959AAEOP2103
Saint Laurent,Y tote in python,7200.0,$,US,817602L360W1000
Saint Laurent,Mini Toy SHOPPING SAINT LAURENT in box leather,1450.0,$,US,773995AADDI1000
Saint Laurent,Mini toy   shopping Saint Laurent IN CROCODILE-EMBOSSED LEATHER,1200.0,$,US,712367AAAOH1000
Saint Laurent,SHOPPING SAINT LAURENT IN LEATHER,1550.0,$,US,600306CSV0J1000
Saint Laurent,Shopping Saint Laurent in leather,1550.0,$,US,600281CSV0J1000
Saint Laurent,SHOPPING SAINT LAURENT TOY IN LEATHER,1300.0,$,US,600307CSV0J1000
Saint Laurent,MOMBASA small in leather,2850.0,€,FR,851432AAGWJ1000
Saint Laurent,MOMBASA medium in leather,3500.0,€,FR,862029AAGWJ1000
Saint Laurent,MOMBASA large in leather,4600.0,€,FR,A0011MAAGWJ1000
Saint Laurent,MOMBASA large in pony hair leather,5000.0,€,FR,848811AAFPH1042
Saint Laurent,MOMBASA medium in vintage leather,3900.0,€,FR,862029AAFDJ2551
Saint Laurent,MOMBASA medium in pony hair leather,3900.0,€,FR,862029AAGE22077
Saint Laurent,MOMBASA small in alligator,22000.0,€,FR,850571EABF53322
Saint Laurent,ICARINO mini in quilted nappa,2300.0,€,FR,871329AAANG1000
Saint Laurent,ICARINO in quilted nappa,2550.0,€,FR,851689AAANG1000
Saint Laurent,ICARINO in quilted suede,2550.0,€,FR,8516891U8072916
Saint Laurent,ICARE hobo in quilted nappa,3600.0,€,FR,858160AAANG1000
Saint Laurent,ICARE hobo in quilted suede,3800.0,€,FR,858160AAF9P2916
Saint Laurent,ICARE Medium in quilted nappa,3900.0,€,FR,858191AAANG1000
Saint Laurent,ICARE Medium in quilted suede,4250.0,€,FR,858191AAF9P2916
Saint Laurent,ICARE medium in quilted nappa,3900.0,€,FR,871494AAANG3212
Saint Laurent,ICARE in quilted nappa,4200.0,€,FR,698651AAANG6195
Saint Laurent,ICARE in quilted lambskin,4200.0,€,FR,698651AAANG1000
Saint Laurent,ICARE IN RAFFIA,4500.0,€,FR,772191GAAEK2063
Saint Laurent,ICARE in raffia,4500.0,€,FR,772191GAAFM1000
Saint Laurent,ICARE medium in wood beads,4300.0,€,FR,862071KAAAZ9384
Saint Laurent,Oxalis in raffia,1950.0,€,FR,773984GAAEB9718
Saint Laurent,Oxalis bag in raffia macramé,1950.0,€,FR,781289GAAEA1000
Saint Laurent,JAMIE SHOPPING in raffia,3600.0,€,FR,838876GAAFY2791
Saint Laurent,JAMIE SHOPPING SMALL IN LAMBSKIN,3300.0,€,FR,833948AAB321000
Saint Laurent,small JAMIE SHOPPING in lambskin,3300.0,€,FR,833948AAB323212
Saint Laurent,small JAMIE SHOPPING in suede,3300.0,€,FR,8339481U8P73194
Saint Laurent,JAMIE mini shoulder pouch in lambskin,1950.0,€,FR,859174AAB323212
Saint Laurent,JAMIE shoulder pouch in lambskin,2500.0,€,FR,862712AAB321000
Saint Laurent,JAMIE shoulder pouch in suede,2600.0,€,FR,8627121U8P72916
Saint Laurent,JAMIE mini shoulder pouch in suede,1950.0,€,FR,8591741U8P72916
Saint Laurent,CASSANDRE large pouch on chain in lambskin,1850.0,€,FR,841702AACYT1000
Saint Laurent,CASSANDRE large pouch on chain in shiny leather,2500.0,€,FR,855802AADOO6195
Saint Laurent,CASSANDRE large pouch on chain in suede,1990.0,€,FR,8558021U80W2916
Saint Laurent,CASSANDRE pouch on chain in pony hair leather,1900.0,€,FR,853610AAFQT2499
Saint Laurent,CASSANDRE pouch on chain in lambskin,1500.0,€,FR,853610AACYT1000
Saint Laurent,LE 5 À 7 supple small in suede,2400.0,€,FR,8505331U80W2916
Saint Laurent,LE 5 À 7 supple small in pony hair leather,2800.0,€,FR,713938AAD0J2790
Saint Laurent,LE 5 À 7 supple small IN GRAINED LEATHER,2250.0,€,FR,713938AAAUQ1722
Saint Laurent,LE 5 À 7 supple large in suede,2800.0,€,FR,8505451U80W2916
Saint Laurent,LE 5 À 7 supple large in grained leather,2600.0,€,FR,850545AAAUQ7133
Saint Laurent,LE 5 À 7 supple large in raffia,2500.0,€,FR,785381GAAEZ2791
Saint Laurent,LE 5 À 7 supple SMALL IN GRAINED LEATHER,2250.0,€,FR,850533AAAUQ2536
Saint Laurent,LE 5 À 7 supple LARGE in grained leather,2600.0,€,FR,753837AAAUQ1000
Saint Laurent,LE 5 À 7 SMALL BEA in grained leather,3000.0,€,FR,779029AADUU1000
Saint Laurent,LE 5 À 7 BABY BEA in suede,2200.0,€,FR,872469008IW2885
Saint Laurent,LE 5 À 7 BABY BEA in grained leather,2200.0,€,FR,872469AADUU1000
Saint Laurent,LE 5 À 7 bea in grained leather,3400.0,€,FR,763435AADUU1000
Saint Laurent,LE 5 À 7 SMALL BEA in suede,2800.0,€,FR,779029008IW2885
Saint Laurent,LE 5 À 7 BEA in grained leather,3400.0,€,FR,763435AAEQC1000
Saint Laurent,LE 5 À 7 BEA in suede,3200.0,€,FR,763435008IW2885
Saint Laurent,LE 5 À 7 BEA in pony hair leather,4500.0,€,FR,763435AAD0N2063
Saint Laurent,LE 5 À 7 BEA in grained leather,3200.0,€,FR,763435AAAUQ6988
Saint Laurent,AMALIA in suede,3500.0,€,FR,8347501U80W2916
Saint Laurent,AMALIA in satin,3000.0,€,FR,834750FAFWZ7089
Saint Laurent,AMALIA hobo in lambskin,3400.0,€,FR,862210AACX71000
Saint Laurent,AMALIA hobo in suede,3400.0,€,FR,8622101U80W2916
Saint Laurent,AMALIA mini hobo in lambskin,2200.0,€,FR,862558AACX71000
Saint Laurent,AMALIA mini hobo in suede,2200.0,€,FR,8625581U80W2916
Saint Laurent,LOULOU toy crossbody in MATELASSÉ lambskin,1800.0,€,FR,873156AAEAX1000
Saint Laurent,LOULOU MINI in lambskin,1700.0,€,FR,860628AAEAX1000
Saint Laurent,LOULOU mini camera bag in lambskin,1490.0,€,FR,869816AAEAX1000
Saint Laurent,LOULOU camera bag in MATELASSÉ lambskin,1690.0,€,FR,869468AAEAX1000
Saint Laurent,LOULOU MINI in suede,1900.0,€,FR,8606281U8272358
Saint Laurent,LOULOU small in MATELASSÉ lambskin,2300.0,€,FR,801437AAEAX1000
Saint Laurent,LOULOU small in MATELASSÉ suede,2500.0,€,FR,801437AAEY66766
Saint Laurent,LOULOU medium in MATELASSÉ lambskin,2650.0,€,FR,801439AAEAX1000
Saint Laurent,LOULOU medium in MATELASSÉ suede,2900.0,€,FR,801439AAEY66766
Saint Laurent,LOULOU large in MATELASSÉ lambskin,2950.0,€,FR,803541AAEAX1000
Saint Laurent,LOULOU large in MATELASSÉ suede,3200.0,€,FR,803541AAEY62358
Saint Laurent,SAC DE JOUR boston in smooth leather – small,3200.0,€,FR,851694AAEOP3000
Saint Laurent,SAC DE JOUR boston in grained leather – small,2750.0,€,FR,851694AAFU51000
Saint Laurent,SAC DE JOUR boston in suede – small,3000.0,€,FR,8516941U80W2916
Saint Laurent,SAC DE JOUR in suede – SMALL,3700.0,€,FR,8612311U80W2916
Saint Laurent,SAC DE JOUR in leather – SMALL,4700.0,€,FR,861231AAGE13239
Saint Laurent,SAC DE JOUR in suede – BABY,2500.0,€,FR,4218591U80W2916
Saint Laurent,SAC DE JOUR in leather – LARGE,5500.0,€,FR,861230AAGD12456
Saint Laurent,SAC DE JOUR in grained leather – LARGE,4200.0,€,FR,861230AAGBZ1057
Saint Laurent,SAC DE JOUR in suede – LARGE,4500.0,€,FR,8612301U80W2916
Saint Laurent,Y slim tote in leather,2900.0,€,FR,869462AAGNA1896
Saint Laurent,Y slim tote in velour leather,2900.0,€,FR,869462AAGN52447
Saint Laurent,Y TOTE IN LEATHER,3500.0,€,FR,817602AAEB31000
Saint Laurent,Y tote in leather,3500.0,€,FR,817602AAEZ33212
Saint Laurent,Y tote in suede,3500.0,€,FR,817602C0X0W2924
Saint Laurent,Y small tote in leather,2900.0,€,FR,835274AAEB31000
Saint Laurent,TAKE-AWAY BOX IN LEATHER,1450.0,€,FR,732657AABRS1000
Saint Laurent,TAKE-AWAY BOX IN VEGETABLE-TANNED LEATHER,1450.0,€,FR,732657AABQ62734
Saint Laurent,KATE clutch in grain de poudre leather,1750.0,€,FR,851921AAGBE1000
Saint Laurent,KATE clutch in patent leather,1850.0,€,FR,851921AAEX16290
Saint Laurent,NEW KATE small in grain de poudre leather,1750.0,€,FR,851504AAGBE1000
Saint Laurent,NEW KATE small in crocodile embossed leather,1900.0,€,FR,8515042US0W2547
